SNR,Accuracy,F1,Precision,Recall
-7.0,0.9896526237989652,0.9896550532992079,0.9896627435311627,0.9896526237989652
-6.5,0.9892830746489283,0.9892861026157851,0.9892968053441714,0.9892830746489283
-6.0,0.9892830746489283,0.9892861026157851,0.9892968053441714,0.9892830746489283
-5.5,0.9885439763488544,0.9885470286656521,0.9885537274918099,0.9885439763488544
-5.0,0.9881744271988174,0.9881780819453354,0.9881869897492883,0.9881744271988174
-4.5,0.9881744271988174,0.9881780819453354,0.9881869897492883,0.9881744271988174
-4.0,0.9889135254988913,0.988917145477804,0.9889316568090829,0.9889135254988913
-3.5,0.9878048780487805,0.9878072495774137,0.9878221288340204,0.9878048780487805
-3.0,0.9866962305986696,0.9866967831064869,0.9867058289037813,0.9866962305986696
-2.5,0.9852180339985218,0.9852192170674924,0.9852498575381983,0.9852180339985218
-2.0,0.983739837398374,0.9837387885949037,0.9837850299790598,0.983739837398374
-1.5,0.9815225424981523,0.9815178481534999,0.9815730541501466,0.9815225424981523
-1.0,0.9796747967479674,0.9796669031053387,0.9797468952541605,0.9796747967479674
-0.5,0.9774575018477457,0.977444062249133,0.9775670806020074,0.9774575018477457
0.0,0.975609756097561,0.9755909651591617,0.9757645705137645,0.975609756097561
0.5,0.9726533628972653,0.9726269962722596,0.9728584552237332,0.9726533628972653
1.0,0.9696969696969697,0.9696647961041505,0.9699749735970569,0.9696969696969697
1.5,0.9652623798965262,0.9652178509321366,0.9656899295653184,0.9652623798965262
2.0,0.9611973392461197,0.961146737482701,0.9618341370345809,0.9611973392461197
2.5,0.9552845528455285,0.9552085670029938,0.9562381268099611,0.9552845528455285
3.0,0.9460458240946046,0.945952100364548,0.9476577128868537,0.9460458240946046
3.5,0.9305247597930525,0.9303698824035858,0.9334123084386814,0.9305247597930525
4.0,0.918329637841833,0.9181291137098155,0.9225964130524046,0.918329637841833
4.5,0.9013303769401331,0.9010501826108073,0.9078381792022889,0.9013303769401331
5.0,0.8810051736881005,0.8807444276522115,0.8909514539122447,0.8810051736881005
5.5,0.861049519586105,0.8606083409728977,0.8748517245360067,0.861049519586105
6.0,0.8414634146341463,0.840764362765084,0.8593125335782471,0.8414634146341463
