SNR,Accuracy,F1,Precision,Recall
-7.0,0.8900709219858156,0.887447401579078,0.8902470310748304,0.8900709219858156
-6.5,0.8868203309692672,0.8841205495860777,0.887022706757018,0.8868203309692672
-6.0,0.8835697399527187,0.8807809253208323,0.8841699019661291,0.8835697399527187
-5.5,0.8803191489361702,0.8774572102103988,0.8814680321366242,0.8803191489361702
-5.0,0.875886524822695,0.8728788954559047,0.87748199259803,0.875886524822695
-4.5,0.8711583924349882,0.8679450429220583,0.8737804192669234,0.8711583924349882
-4.0,0.8619976359338062,0.8581703562921489,0.8663868448207477,0.8619976359338062
-3.5,0.8540189125295509,0.849824840466787,0.860608753734583,0.8540189125295509
-3.0,0.8469267139479906,0.8422288524788425,0.855196183841904,0.8469267139479906
-2.5,0.8430851063829787,0.8383746332605497,0.85246904042598,0.8430851063829787
-2.0,0.8351063829787234,0.8298655993560897,0.8466418405657218,0.8351063829787234
-1.5,0.825354609929078,0.8194470366692796,0.8390151086681891,0.825354609929078
-1.0,0.8164893617021277,0.8097778823837875,0.8327858192130178,0.8164893617021277
-0.5,0.807919621749409,0.800486799475278,0.826536292880042,0.807919621749409
0.0,0.800531914893617,0.7925716573301079,0.8204979271389109,0.800531914893617
0.5,0.7887115839243499,0.7797065273196135,0.8114661462850249,0.7887115839243499
1.0,0.7774822695035462,0.7672398593356169,0.8014464038693634,0.7774822695035462
1.5,0.7680260047281324,0.7568592242731985,0.7931206004984755,0.7680260047281324
2.0,0.7532505910165485,0.7404787511467001,0.7794959022455891,0.7532505910165485
2.5,0.7420212765957447,0.7280808753306053,0.7692805668955375,0.7420212765957447
3.0,0.735224586288416,0.7209071107633631,0.7621750317551947,0.735224586288416
3.5,0.7219267139479906,0.7067359795736079,0.7489176410785656,0.7219267139479906
4.0,0.7047872340425532,0.6875102883802017,0.7310224969726846,0.7047872340425532
4.5,0.6867612293144209,0.667778762109104,0.7122526386203081,0.6867612293144209
5.0,0.6693262411347518,0.6489506236178272,0.6938213421436045,0.6693262411347518
5.5,0.6575059101654847,0.636838197392984,0.6817485172076488,0.6575059101654847
6.0,0.641548463356974,0.6210530825542495,0.6665549809281681,0.641548463356974
