SNR,Accuracy,F1,Precision,Recall
-7.0,0.9863266814486327,0.9863440527203072,0.9864920952251749,0.9863266814486327
-6.5,0.9866962305986696,0.9867135509601372,0.9868690016218821,0.9866962305986696
-6.0,0.9859571322985957,0.9859773090381164,0.9861288290996235,0.9859571322985957
-5.5,0.9859571322985957,0.9859773090381164,0.9861288290996235,0.9859571322985957
-5.0,0.9852180339985218,0.9852371255885201,0.9853659584084727,0.9852180339985218
-4.5,0.9848484848484849,0.9848711699262251,0.9850109958815425,0.9848484848484849
-4.0,0.9844789356984479,0.9845006881763361,0.9846262789748491,0.9844789356984479
-3.5,0.984109386548411,0.9841345483609188,0.9842667592546551,0.984109386548411
-3.0,0.983739837398374,0.9837603021978021,0.9838638169673674,0.983739837398374
-2.5,0.983739837398374,0.9837689440983677,0.9839189461105602,0.983739837398374
-2.0,0.9826311899482632,0.9826702877610561,0.9828667641651412,0.9826311899482632
-1.5,0.9815225424981523,0.9815601224354085,0.9817166489953275,0.9815225424981523
-1.0,0.9804138950480414,0.9804578088914813,0.9806335834566873,0.9804138950480414
-0.5,0.9789356984478935,0.9789812804881084,0.9791522062231118,0.9789356984478935
0.0,0.974870657797487,0.9749239138588658,0.9751083577150188,0.974870657797487
0.5,0.9730229120473023,0.9730802263472905,0.9733143041331215,0.9730229120473023
1.0,0.9685883222468589,0.9686618329570829,0.9690386014936816,0.9685883222468589
1.5,0.9641537324464153,0.9642400107000771,0.964767402296298,0.9641537324464153
2.0,0.9608277900960828,0.9609333054858947,0.9616230569429993,0.9608277900960828
2.5,0.9545454545454546,0.9546720518509433,0.9556936495300382,0.9545454545454546
3.0,0.9460458240946046,0.9462120418818368,0.9478453400976966,0.9460458240946046
3.5,0.9364375461936437,0.9366489076464061,0.9390888067435252,0.9364375461936437
4.0,0.9164818920916482,0.9167700995729061,0.9213526953093474,0.9164818920916482
4.5,0.902069475240207,0.9023611511688189,0.9087480943858542,0.902069475240207
5.0,0.8872875092387288,0.8876146863748914,0.896326181581473,0.8872875092387288
5.5,0.8721359940872137,0.8724427645060312,0.8839394016097217,0.8721359940872137
6.0,0.8510716925351072,0.8512472207069014,0.8669260202824611,0.8510716925351072
