SNR,Accuracy,F1,Precision,Recall
-7.0,0.9615839243498818,0.9616249797479804,0.9619612889824165,0.9615839243498818
-6.5,0.958628841607565,0.9586396039737255,0.9589049400638779,0.958628841607565
-6.0,0.9550827423167849,0.9550987894180789,0.9552949692423927,0.9550827423167849
-5.5,0.949468085106383,0.9494273255440492,0.9495082940489564,0.949468085106383
-5.0,0.9435579196217494,0.9434464667450052,0.943430030552746,0.9435579196217494
-4.5,0.9373522458628841,0.9371487820112048,0.9371371466170618,0.9373522458628841
-4.0,0.9276004728132388,0.9273424491303396,0.9275485392972725,0.9276004728132388
-3.5,0.9131205673758865,0.9126956005480543,0.9136342783741628,0.9131205673758865
-3.0,0.9010047281323877,0.9004701246289588,0.902305601904573,0.9010047281323877
-2.5,0.8862293144208038,0.8854545248184296,0.8890931055475667,0.8862293144208038
-2.0,0.8699763593380615,0.8689335656797279,0.8752837291266986,0.8699763593380615
-1.5,0.8486997635933806,0.8471838918326628,0.8576182398319803,0.8486997635933806
-1.0,0.8247635933806147,0.8229934429951694,0.8389271971140824,0.8247635933806147
-0.5,0.7960992907801419,0.7935671817915878,0.816769275885749,0.7960992907801419
0.0,0.7659574468085106,0.7624481323903439,0.794595523957265,0.7659574468085106
0.5,0.7378841607565012,0.7331994936093168,0.7740283445336985,0.7378841607565012
1.0,0.7083333333333334,0.7019986496477613,0.7532277101861032,0.7083333333333334
1.5,0.6743498817966903,0.6653727319695737,0.7294452585237408,0.6743498817966903
2.0,0.6465721040189125,0.6350234784297301,0.7117571811023691,0.6465721040189125
2.5,0.6187943262411347,0.6039958430992334,0.6931924623251956,0.6187943262411347
3.0,0.5880614657210402,0.5688075275848153,0.6722546116030442,0.5880614657210402
3.5,0.5611702127659575,0.5373386990182479,0.6555512599791298,0.5611702127659575
4.0,0.5375295508274232,0.5086454824093222,0.6414665540796385,0.5375295508274232
4.5,0.5127068557919622,0.47759894389078306,0.6265027861811766,0.5127068557919622
5.0,0.49113475177304966,0.4491661381455525,0.6109332525201198,0.49113475177304966
5.5,0.46808510638297873,0.41769663975548627,0.595538177597811,0.46808510638297873
6.0,0.44976359338061467,0.39164211151930955,0.583471935405853,0.44976359338061467
