SNR,Accuracy,F1,Precision,Recall
-7.0,0.9317375886524822,0.9319241284513193,0.9364661254059535,0.9317375886524822
-6.5,0.9270094562647754,0.927187612724151,0.9317349723283995,0.9270094562647754
-6.0,0.9166666666666666,0.9169387181535475,0.9217583850276967,0.9166666666666666
-5.5,0.9110520094562647,0.9112661525642787,0.9162704333367107,0.9110520094562647
-5.0,0.9013002364066194,0.9015211990868266,0.9070143801922097,0.9013002364066194
-4.5,0.8939125295508275,0.8941611138817281,0.8997115501976968,0.8939125295508275
-4.0,0.8826832151300237,0.8829690280690699,0.8889929327063887,0.8826832151300237
-3.5,0.8711583924349882,0.8714283503036607,0.8783952056992317,0.8711583924349882
-3.0,0.8572695035460993,0.8574917964365528,0.8660968980654168,0.8572695035460993
-2.5,0.8362884160756501,0.8366088633868068,0.8483529306838263,0.8362884160756501
-2.0,0.8138297872340425,0.8142253127021806,0.8307823075895687,0.8138297872340425
-1.5,0.7901891252955082,0.7905331689060519,0.8121586150839717,0.7901891252955082
-1.0,0.7600472813238771,0.76012149773337,0.790294795473131,0.7600472813238771
-0.5,0.7316784869976359,0.7312894886037864,0.7708234455933826,0.7316784869976359
0.0,0.7036052009456265,0.7024835242336025,0.7534251158765087,0.7036052009456265
0.5,0.6666666666666666,0.6641198114072511,0.730930110048734,0.6666666666666666
1.0,0.6371158392434988,0.6321174125187184,0.7113677248159466,0.6371158392434988
1.5,0.6108156028368794,0.6030434903109169,0.6967074258738687,0.6108156028368794
2.0,0.58451536643026,0.5728071900248431,0.6808694159945744,0.58451536643026
2.5,0.5564420803782506,0.5398757167233366,0.6618541881486385,0.5564420803782506
3.0,0.5322104018912529,0.5108324714600139,0.6462606943485759,0.5322104018912529
3.5,0.5109338061465721,0.48411465942161375,0.6322111697663673,0.5109338061465721
4.0,0.4867021276595745,0.4529564147590101,0.6102936076799478,0.4867021276595745
4.5,0.4698581560283688,0.430727908453761,0.5943862824187608,0.4698581560283688
5.0,0.450354609929078,0.40402444499560836,0.5772854557967646,0.450354609929078
5.5,0.43617021276595747,0.38344289979392526,0.5631758915205097,0.43617021276595747
6.0,0.4216903073286052,0.36241338000987916,0.5478256724840981,0.4216903073286052
