SNR,Accuracy,F1,Precision,Recall
-7.0,0.984109386548411,0.9841351168171603,0.9844561155612227,0.984109386548411
-6.5,0.984109386548411,0.9841351168171603,0.9844561155612227,0.984109386548411
-6.0,0.984109386548411,0.9841351168171603,0.9844561155612227,0.984109386548411
-5.5,0.984109386548411,0.9841287695552392,0.9844220075635146,0.984109386548411
-5.0,0.983370288248337,0.9833874879481806,0.9836379211271493,0.983370288248337
-4.5,0.9830007390983001,0.9830115124047126,0.9832183160383356,0.9830007390983001
-4.0,0.9822616407982262,0.9822706446078788,0.9824416698923595,0.9822616407982262
-3.5,0.9818920916481892,0.9819063033675144,0.9820894316717252,0.9818920916481892
-3.0,0.9811529933481153,0.9811654450055668,0.981315349591157,0.9811529933481153
-2.5,0.9800443458980045,0.9800504087473255,0.9801408681547636,0.9800443458980045
-2.0,0.9789356984478935,0.9789422721028299,0.9790062519615234,0.9789356984478935
-1.5,0.9767184035476718,0.9767218660482656,0.9767396289310238,0.9767184035476718
-1.0,0.9741315594974131,0.9741315594974131,0.9741315594974131,0.9741315594974131
-0.5,0.9696969696969697,0.9697133202588301,0.9697735981002705,0.9696969696969697
0.0,0.9660014781966001,0.9660197704147796,0.9661784945403429,0.9660014781966001
0.5,0.9611973392461197,0.9612187561589559,0.9615673097406133,0.9611973392461197
1.0,0.9538063562453807,0.9538727092499341,0.9546631215280861,0.9538063562453807
1.5,0.9471544715447154,0.9472306680349022,0.9487407649382146,0.9471544715447154
2.0,0.9375461936437546,0.9376300059691443,0.9403195634505725,0.9375461936437546
2.5,0.9279379157427938,0.9280757791398736,0.9321575301460372,0.9279379157427938
3.0,0.9164818920916482,0.9166545961266952,0.9228751695259836,0.9164818920916482
3.5,0.9046563192904656,0.9047865946362187,0.9133568881355631,0.9046563192904656
4.0,0.8869179600886918,0.887036020104844,0.9000924342965171,0.8869179600886918
4.5,0.8691796008869179,0.8691777984116614,0.8867095707393791,0.8691796008869179
5.0,0.8473762010347377,0.8470451616552489,0.8708044606715022,0.8473762010347377
5.5,0.8266814486326681,0.8258673418664936,0.8576177209678522,0.8266814486326681
6.0,0.804138950480414,0.8021114759909261,0.8429519076062648,0.804138950480414
