SNR,Accuracy,F1,Precision,Recall
-7.0,0.9937176644493718,0.9937171065132573,0.9938338774029744,0.9937176644493718
-6.5,0.9937176644493718,0.9937171065132573,0.9938338774029744,0.9937176644493718
-6.0,0.9937176644493718,0.9937171065132573,0.9938338774029744,0.9937176644493718
-5.5,0.9937176644493718,0.9937171065132573,0.9938338774029744,0.9937176644493718
-5.0,0.9937176644493718,0.9937171065132573,0.9938338774029744,0.9937176644493718
-4.5,0.9937176644493718,0.9937171065132573,0.9938338774029744,0.9937176644493718
-4.0,0.9937176644493718,0.9937171065132573,0.9938338774029744,0.9937176644493718
-3.5,0.9937176644493718,0.9937171065132573,0.9938338774029744,0.9937176644493718
-3.0,0.9937176644493718,0.9937171065132573,0.9938338774029744,0.9937176644493718
-2.5,0.9933481152993349,0.9933475920053101,0.9934509377699747,0.9933481152993349
-2.0,0.9933481152993349,0.9933475920053101,0.9934509377699747,0.9933481152993349
-1.5,0.9929785661492978,0.9929780806760676,0.9930688317910019,0.9929785661492978
-1.0,0.991869918699187,0.9918695589469267,0.9919274867028905,0.991869918699187
-0.5,0.9896526237989652,0.9896525093361357,0.9896669157751207,0.9896526237989652
0.0,0.9859571322985957,0.9859605871746068,0.9859668508287293,0.9859571322985957
0.5,0.9811529933481153,0.9811550984140176,0.9812530548985221,0.9811529933481153
1.0,0.9741315594974131,0.9741256515712432,0.974588802712189,0.9741315594974131
1.5,0.9634146341463414,0.9633788303295359,0.964835431132031,0.9634146341463414
2.0,0.950110864745011,0.94997145272309,0.9535044665479449,0.950110864745011
2.5,0.9305247597930525,0.930044750774331,0.938130828858654,0.9305247597930525
3.0,0.9150036954915004,0.9141536878283338,0.926735991200133,0.9150036954915004
3.5,0.8909830007390983,0.8893946012033096,0.9095277212747092,0.8909830007390983
4.0,0.8662232076866223,0.8635532016504012,0.8937158469945355,0.8662232076866223
4.5,0.844789356984479,0.8412641677573054,0.8798196802526885,0.844789356984479
5.0,0.8093126385809313,0.8040221129590124,0.8589475145581585,0.8093126385809313
5.5,0.7797487065779749,0.773486984588077,0.8437012702069473,0.7797487065779749
6.0,0.746119733924612,0.7397558914346434,0.8249822343110589,0.746119733924612
