SNR,Accuracy,F1,Precision,Recall
-7.0,0.9920212765957447,0.9920206020842416,0.9921454221333026,0.9920212765957447
-6.5,0.9920212765957447,0.9920206020842416,0.9921454221333026,0.9920212765957447
-6.0,0.991725768321513,0.991724849102161,0.991843793642511,0.991725768321513
-5.5,0.991725768321513,0.991724849102161,0.991843793642511,0.991725768321513
-5.0,0.9914302600472813,0.9914270784733497,0.9915224831913685,0.9914302600472813
-4.5,0.9908392434988179,0.9908365108057741,0.9909182302503998,0.9908392434988179
-4.0,0.9902482269503546,0.9902462062758208,0.9903161149605881,0.9902482269503546
-3.5,0.9899527186761229,0.9899512603662137,0.9900134549734011,0.9899527186761229
-3.0,0.9893617021276596,0.9893613479502704,0.9894145202663168,0.9893617021276596
-2.5,0.9875886524822695,0.9875934448468924,0.9876421305317366,0.9875886524822695
-2.0,0.9861111111111112,0.9861193502796565,0.9861471306964007,0.9861111111111112
-1.5,0.9855200945626478,0.9855294543936215,0.985549922870601,0.9855200945626478
-1.0,0.9810874704491725,0.9811176958492247,0.9811896230770843,0.9810874704491725
-0.5,0.9787234042553191,0.9787656765159153,0.9788882831114349,0.9787234042553191
0.0,0.9748817966903073,0.9749458874458874,0.9752025965434549,0.9748817966903073
0.5,0.9698581560283688,0.9699705498920643,0.9705316800453949,0.9698581560283688
1.0,0.9642434988179669,0.9644059860255888,0.9654138863249992,0.9642434988179669
1.5,0.956855791962175,0.9571186092279971,0.9589631082893855,0.956855791962175
2.0,0.9521276595744681,0.9524678161733998,0.9549688782091695,0.9521276595744681
2.5,0.9408983451536643,0.9414024741364341,0.9457767901452451,0.9408983451536643
3.0,0.9278959810874704,0.9285419033123605,0.9356304069858596,0.9278959810874704
3.5,0.9151891252955082,0.9160791010519407,0.9263452591549766,0.9151891252955082
4.0,0.901595744680851,0.902694798443516,0.916862064730183,0.901595744680851
4.5,0.8820921985815603,0.8832913615392917,0.9039892058853609,0.8820921985815603
5.0,0.8622931442080378,0.8635596581102514,0.8917493236348468,0.8622931442080378
5.5,0.8433806146572104,0.84437379928612,0.881171590507786,0.8433806146572104
6.0,0.8191489361702128,0.8196343826925893,0.8672317513322688,0.8191489361702128
