SNR,Accuracy,F1,Precision,Recall
-7.0,0.9290465631929047,0.9280418372428436,0.9397494142719712,0.9290465631929047
-6.5,0.9290465631929047,0.9280418372428436,0.9397494142719712,0.9290465631929047
-6.0,0.9290465631929047,0.9280418372428436,0.9397494142719712,0.9290465631929047
-5.5,0.9290465631929047,0.9280418372428436,0.9397494142719712,0.9290465631929047
-5.0,0.9279379157427938,0.9269435655845487,0.9383075711661277,0.9279379157427938
-4.5,0.9275683665927569,0.9265788473318293,0.9377975194608653,0.9275683665927569
-4.0,0.926829268292683,0.9258495206136977,0.9367809331250088,0.926829268292683
-3.5,0.9257206208425721,0.9247518079292473,0.9354014875065407,0.9257206208425721
-3.0,0.9246119733924612,0.9236575985485819,0.933940418471406,0.9246119733924612
-2.5,0.9223946784922394,0.9214725780663262,0.9310016792468268,0.9223946784922394
-2.0,0.9212860310421286,0.9203810003651332,0.9295232485134965,0.9212860310421286
-1.5,0.918329637841833,0.9175162445763895,0.9262806491097832,0.918329637841833
-1.0,0.9142645971914265,0.9135214755736466,0.9209982373285491,0.9142645971914265
-0.5,0.909460458240946,0.9088112073296752,0.9150157241734336,0.909460458240946
0.0,0.9035476718403548,0.9029898932884594,0.907850752236717,0.9035476718403548
0.5,0.8976348854397634,0.8972142404482822,0.9009426025741777,0.8976348854397634
1.0,0.8872875092387288,0.8871046663028469,0.8892699679815934,0.8872875092387288
1.5,0.8765705838876571,0.8766363769478235,0.8777418292513348,0.8765705838876571
2.0,0.8654841093865484,0.8657251446636459,0.8661992957206491,0.8654841093865484
2.5,0.8495934959349594,0.8500040524691482,0.8505245848067101,0.8495934959349594
3.0,0.8355506282335551,0.8359508415004866,0.8372367682674701,0.8355506282335551
3.5,0.8155949741315595,0.8161851532096375,0.8198534983178377,0.8155949741315595
4.0,0.7967479674796748,0.7972894619641324,0.8041504354889143,0.7967479674796748
4.5,0.7760532150776053,0.7768051805180516,0.7883992967140467,0.7760532150776053
5.0,0.7583148558758315,0.7590695361414733,0.7752085025274311,0.7583148558758315
5.5,0.7324464153732446,0.7335852719847362,0.7571993076543101,0.7324464153732446
6.0,0.7021433850702143,0.7032344590232827,0.7363681525898543,0.7021433850702143
