SNR,Accuracy,F1,Precision,Recall
-7.0,0.9778270509977827,0.9778891746938327,0.9784701408577342,0.9778270509977827
-6.5,0.9767184035476718,0.9767794463990237,0.9772869642060048,0.9767184035476718
-6.0,0.9759793052475979,0.9760428887139756,0.976605823785828,0.9759793052475979
-5.5,0.975240206947524,0.975300684276288,0.9757649304747699,0.975240206947524
-5.0,0.9733924611973392,0.9734509182683608,0.9739062753406098,0.9733924611973392
-4.5,0.9700665188470067,0.9701117319115982,0.9704883733872842,0.9700665188470067
-4.0,0.967479674796748,0.9675115729682116,0.9679236718569577,0.967479674796748
-3.5,0.9615668883961567,0.9615725780779142,0.9619804295917697,0.9615668883961567
-3.0,0.9586104951958611,0.9586038200398924,0.9590565190942572,0.9586104951958611
-2.5,0.9530672579453068,0.9530240259096212,0.9534979003735624,0.9530672579453068
-2.0,0.9478935698447893,0.9478158976727525,0.9484197804894546,0.9478935698447893
-1.5,0.9441980783444198,0.9441001781289889,0.94483732019262,0.9441980783444198
-1.0,0.9390243902439024,0.9388940641436938,0.939841599915392,0.9390243902439024
-0.5,0.9320029563932003,0.9318021112040794,0.9330780906864118,0.9320029563932003
0.0,0.9205469327420547,0.9202081835204458,0.9221273253802851,0.9205469327420547
0.5,0.909460458240946,0.9089184217274883,0.9117847339039276,0.909460458240946
1.0,0.8976348854397634,0.8969397774230236,0.9013198859404629,0.8976348854397634
1.5,0.8869179600886918,0.886026697179039,0.8919343487322438,0.8869179600886918
2.0,0.8710273466371027,0.869755921464988,0.8781157255471319,0.8710273466371027
2.5,0.852180339985218,0.8503717577352284,0.8617249901655147,0.852180339985218
3.0,0.8329637841832964,0.8306852059175556,0.8457587973684835,0.8329637841832964
3.5,0.811160384331116,0.8079599700681398,0.8281511020755683,0.811160384331116
4.0,0.7908351810790836,0.7863943818387559,0.8116573310657607,0.7908351810790836
4.5,0.7690317812269032,0.7630980608322805,0.79329330675936,0.7690317812269032
5.0,0.7531411677753141,0.745786835522458,0.7802459055421505,0.7531411677753141
5.5,0.7361419068736141,0.727539987783779,0.7671853572115114,0.7361419068736141
6.0,0.7139689578713969,0.7034313393876154,0.7480557713971872,0.7139689578713969
