SNR,Accuracy,F1,Precision,Recall
-7.0,0.999113475177305,0.9991132121559446,0.9991147829676718,0.999113475177305
-6.5,0.999113475177305,0.9991132121559446,0.9991147829676718,0.999113475177305
-6.0,0.999113475177305,0.9991132121559446,0.9991147829676718,0.999113475177305
-5.5,0.999113475177305,0.9991132121559446,0.9991147829676718,0.999113475177305
-5.0,0.999113475177305,0.9991132121559446,0.9991147829676718,0.999113475177305
-4.5,0.999113475177305,0.9991132121559446,0.9991147829676718,0.999113475177305
-4.0,0.999113475177305,0.9991132121559446,0.9991147829676718,0.999113475177305
-3.5,0.999113475177305,0.9991132121559446,0.9991147829676718,0.999113475177305
-3.0,0.9988179669030733,0.9988177042307034,0.99881848806858,0.9988179669030733
-2.5,0.99822695035461,0.9982269501804241,0.9982272116334925,0.99822695035461
-2.0,0.9976359338061466,0.9976360644455109,0.997636456363912,0.9976359338061466
-1.5,0.9973404255319149,0.9973408172764391,0.9973419918178893,0.9973404255319149
-1.0,0.9967494089834515,0.9967504508536773,0.9967546188494666,0.9967494089834515
-0.5,0.9961583924349882,0.9961594284449389,0.9961659353218862,0.9961583924349882
0.0,0.9943853427895981,0.9943887884089774,0.9944189692475316,0.9943853427895981
0.5,0.9905437352245863,0.9905487390811145,0.9906438511446963,0.9905437352245863
1.0,0.9855200945626478,0.9855428642140152,0.9858391908778508,0.9855200945626478
1.5,0.9810874704491725,0.9811330446559062,0.9816669598091164,0.9810874704491725
2.0,0.9725177304964538,0.9726268233413129,0.9738731319846269,0.9725177304964538
2.5,0.9630614657210402,0.9632950936769392,0.9656930837951208,0.9630614657210402
3.0,0.9476950354609929,0.9480547184682785,0.9526392037713823,0.9476950354609929
3.5,0.9323286052009456,0.9329499679384731,0.9408251693775406,0.9323286052009456
4.0,0.9095744680851063,0.9106406263986463,0.9250294724432655,0.9095744680851063
4.5,0.8820921985815603,0.8835751217284983,0.9075173196327513,0.8820921985815603
5.0,0.8469267139479906,0.8486492385562407,0.888928821394687,0.8469267139479906
5.5,0.808806146572104,0.809614229695802,0.8694863419434281,0.808806146572104
6.0,0.7609338061465721,0.7587219705357986,0.8499339600861041,0.7609338061465721
